ENST00000450305	ENSG00000223972
ENST00000627371	ENSG00000132300
ENST00000254636	ENSG00000132305
ENST00000449247	ENSG00000132305
ENST00000410111	ENSG00000132305
ENST00000442664	ENSG00000132305
ENST00000409051	ENSG00000132305
ENST00000620815	ENSG00000132305
ENST00000579234	ENSG00000265420
ENST00000254644	ENSG00000132313
ENST00000605125	ENSG00000132313
ENST00000337109	ENSG00000132313
ENST00000409180	ENSG00000132313
ENST00000165698	ENSG00000068615
ENST00000538924	ENSG00000068615
ENST00000535845	ENSG00000068615
ENST00000541910	ENSG00000068615
ENST00000453231	ENSG00000068615
ENST00000409556	ENSG00000115548
ENST00000542128	ENSG00000115548
ENST00000312912	ENSG00000115548
ENST00000409064	ENSG00000115548
ENST00000263856	ENSG00000115561
ENST00000409727	ENSG00000115561
ENST00000409225	ENSG00000115561
ENST00000604011	ENSG00000249884
ENST00000516644	ENSG00000252453
ENST00000237455	ENSG00000239305
ENST00000283632	ENSG00000153561
ENST00000352580	ENSG00000153563
ENST00000283635	ENSG00000153563
ENST00000409511	ENSG00000153563
ENST00000409781	ENSG00000153563
ENST00000393761	ENSG00000172116
ENST00000393759	ENSG00000172116
ENST00000349455	ENSG00000172116
ENST00000331469	ENSG00000172116
ENST00000390655	ENSG00000172116
ENST00000431506	ENSG00000172116
ENST00000426186	ENSG00000233673
ENST00000441646	ENSG00000229615
ENST00000441903	ENSG00000229615
ENST00000358778	ENSG00000213605
ENST00000409776	ENSG00000187627
ENST00000398193	ENSG00000187627
ENST00000559485	ENSG00000187627
ENST00000641458	ENSG00000187627
ENST00000418877	ENSG00000231351
ENST00000415445	ENSG00000226114
ENST00000409310	ENSG00000183281
ENST00000355705	ENSG00000183281
ENST00000452554	ENSG00000231259
ENST00000592457	ENSG00000266931
ENST00000426110	ENSG00000230395
ENST00000454465	ENSG00000204745
ENST00000582617	ENSG00000264793
ENST00000423285	ENSG00000233671
ENST00000626392	ENSG00000281477
ENST00000603413	ENSG00000271097
ENST00000421835	ENSG00000233999
ENST00000444323	ENSG00000224881
ENST00000625410	ENSG00000280721
ENST00000628090	ENSG00000280721
ENST00000409054	ENSG00000222041
ENST00000409898	ENSG00000222041
ENST00000419680	ENSG00000222041
ENST00000414584	ENSG00000222041
ENST00000455131	ENSG00000222041
ENST00000398171	ENSG00000214354
ENST00000582552	ENSG00000265507
ENST00000452984	ENSG00000225933
ENST00000427434	ENSG00000234231
ENST00000359481	ENSG00000125551
ENST00000398146	ENSG00000185304
ENST00000638730	ENSG00000185304
ENST00000435212	ENSG00000229604
ENST00000423198	ENSG00000225428
ENST00000431142	ENSG00000233205
ENST00000347055	ENSG00000172086
ENST00000419482	ENSG00000115593
ENST00000444564	ENSG00000115593
ENST00000438570	ENSG00000115593
ENST00000584268	ENSG00000265003
ENST00000295834	ENSG00000163586
ENST00000393750	ENSG00000163586
ENST00000377254	ENSG00000144115
ENST00000449349	ENSG00000144115
ENST00000343544	ENSG00000144115
ENST00000324166	ENSG00000144115
ENST00000408692	ENSG00000221619
ENST00000449328	ENSG00000232508
ENST00000579596	ENSG00000266309
ENST00000451912	ENSG00000224291
ENST00000428390	ENSG00000214336
ENST00000408072	ENSG00000220999
ENST00000303254	ENSG00000172073
ENST00000419748	ENSG00000172071
ENST00000303236	ENSG00000172071
ENST00000283646	ENSG00000153574
ENST00000575193	ENSG00000230006
ENST00000408759	ENSG00000221686
ENST00000635781	ENSG00000283270
ENST00000585278	ENSG00000265510
ENST00000390237	ENSG00000211592
ENST00000390238	ENSG00000211593
ENST00000390239	ENSG00000211594
ENST00000390240	ENSG00000211595
ENST00000390241	ENSG00000211596
ENST00000390242	ENSG00000211597
ENST00000390243	ENSG00000211598
ENST00000390244	ENSG00000211599
ENST00000357453	ENSG00000197794
ENST00000445958	ENSG00000225136
ENST00000523070	ENSG00000253435
ENST00000496168	ENSG00000243466
ENST00000464162	ENSG00000239855
ENST00000390247	ENSG00000243063
ENST00000495489	ENSG00000240671
ENST00000493819	ENSG00000241755
ENST00000518834	ENSG00000253278
ENST00000483158	ENSG00000241351
ENST00000480492	ENSG00000243290
ENST00000521705	ENSG00000253497
ENST00000517571	ENSG00000253265
ENST00000390252	ENSG00000244437
ENST00000479981	ENSG00000240864
ENST00000490686	ENSG00000240382
ENST00000522607	ENSG00000254157
ENST00000518132	ENSG00000253732
ENST00000492167	ENSG00000239951
ENST00000390256	ENSG00000211611
ENST00000524313	ENSG00000253578
ENST00000518729	ENSG00000253625
ENST00000484817	ENSG00000241294
ENST00000523155	ENSG00000253202
ENST00000518305	ENSG00000254098
ENST00000613463	ENSG00000277852
ENST00000498435	ENSG00000244575
ENST00000482769	ENSG00000244116
ENST00000521304	ENSG00000253998
ENST00000468494	ENSG00000243238
ENST00000523109	ENSG00000253158
ENST00000519290	ENSG00000253870
ENST00000473726	ENSG00000242076
ENST00000521692	ENSG00000253860
ENST00000517744	ENSG00000253461
ENST00000519999	ENSG00000253487
ENST00000465170	ENSG00000239862
ENST00000517443	ENSG00000253592
ENST00000498574	ENSG00000242371
ENST00000621595	ENSG00000273962
ENST00000560045	ENSG00000251039
ENST00000448155	ENSG00000251546
ENST00000518423	ENSG00000254009
ENST00000509129	ENSG00000250036
ENST00000518643	ENSG00000253127
ENST00000442736	ENSG00000232747
ENST00000522638	ENSG00000253501
ENST00000611734	ENSG00000239975
ENST00000517449	ENSG00000253191
ENST00000519131	ENSG00000253999
ENST00000474213	ENSG00000239571
ENST00000612356	ENSG00000243264
ENST00000558026	ENSG00000242534
ENST00000453184	ENSG00000224607
ENST00000390268	ENSG00000211623
ENST00000519599	ENSG00000254097
ENST00000462693	ENSG00000241566
ENST00000518179	ENSG00000254345
ENST00000518953	ENSG00000253365
ENST00000436451	ENSG00000225523
ENST00000390270	ENSG00000211625
ENST00000523346	ENSG00000253765
ENST00000519785	ENSG00000254220
ENST00000390271	ENSG00000211626
ENST00000483379	ENSG00000242766
ENST00000492446	ENSG00000241244
ENST00000417279	ENSG00000224041
ENST00000522473	ENSG00000254292
ENST00000611391	ENSG00000276566
ENST00000390276	ENSG00000240834
ENST00000390277	ENSG00000211632
ENST00000520194	ENSG00000253906
ENST00000390278	ENSG00000211633
ENST00000468879	ENSG00000242580
ENST00000471857	ENSG00000239819
ENST00000423080	ENSG00000235896
ENST00000631132	ENSG00000281904
ENST00000603238	ENSG00000270999
ENST00000443397	ENSG00000228325
ENST00000613775	ENSG00000276674
ENST00000454518	ENSG00000230964
ENST00000612151	ENSG00000276118
ENST00000622301	ENSG00000275075
ENST00000567067	ENSG00000261600
ENST00000615738	ENSG00000277095
ENST00000616358	ENSG00000275767
ENST00000619190	ENSG00000273825
ENST00000612102	ENSG00000278131
ENST00000636949	ENSG00000283427
ENST00000423774	ENSG00000143429
ENST00000636531	ENSG00000283196
ENST00000635968	ENSG00000283196
ENST00000637196	ENSG00000283196
ENST00000456605	ENSG00000184303
ENST00000445955	ENSG00000230572
ENST00000611488	ENSG00000276756
ENST00000636037	ENSG00000283132
ENST00000605371	ENSG00000271627
ENST00000635891	ENSG00000283214
ENST00000445234	ENSG00000223703
ENST00000413684	ENSG00000232531
ENST00000459161	ENSG00000238320
ENST00000418938	ENSG00000236969
ENST00000514060	ENSG00000235235
ENST00000445663	ENSG00000214330
ENST00000411737	ENSG00000237085
ENST00000445594	ENSG00000227497
ENST00000398120	ENSG00000214329
ENST00000413404	ENSG00000226481
ENST00000416118	ENSG00000234898
ENST00000436016	ENSG00000235147
ENST00000451163	ENSG00000223816
ENST00000429351	ENSG00000237383
ENST00000424978	ENSG00000227265
ENST00000421872	ENSG00000213355
ENST00000422564	ENSG00000234837
ENST00000426492	ENSG00000223564
ENST00000412994	ENSG00000232502
ENST00000429308	ENSG00000235571
ENST00000429823	ENSG00000204717
ENST00000432432	ENSG00000229089
ENST00000641373	ENSG00000229089
ENST00000400783	ENSG00000259848
ENST00000295201	ENSG00000163060
ENST00000448024	ENSG00000237055
ENST00000443036	ENSG00000232128
ENST00000452670	ENSG00000233158
ENST00000428055	ENSG00000231331
ENST00000454384	ENSG00000232594
ENST00000455643	ENSG00000233105
ENST00000429316	ENSG00000224585
ENST00000432787	ENSG00000233447
ENST00000415716	ENSG00000235186
ENST00000309988	ENSG00000172005
ENST00000353004	ENSG00000172005
ENST00000354078	ENSG00000172005
ENST00000349807	ENSG00000172005
ENST00000272418	ENSG00000144029
ENST00000295208	ENSG00000144026
ENST00000411425	ENSG00000144026
ENST00000617923	ENSG00000275111
ENST00000614034	ENSG00000275111
ENST00000611463	ENSG00000275111
ENST00000622059	ENSG00000275111
ENST00000611147	ENSG00000275111
ENST00000612939	ENSG00000275768
ENST00000425953	ENSG00000233757
ENST00000317620	ENSG00000155066
ENST00000403131	ENSG00000155066
ENST00000317668	ENSG00000155066
ENST00000295225	ENSG00000115041
ENST00000360990	ENSG00000115041
ENST00000468529	ENSG00000115041
ENST00000429946	ENSG00000235129
ENST00000447036	ENSG00000115042
ENST00000233379	ENSG00000115042
ENST00000512705	ENSG00000248821
ENST00000431026	ENSG00000233275
ENST00000442165	ENSG00000227120
ENST00000443682	ENSG00000204705
ENST00000429100	ENSG00000234903
ENST00000639673	ENSG00000144010
ENST00000432468	ENSG00000144010
ENST00000425635	ENSG00000238162
ENST00000442127	ENSG00000223917
ENST00000414112	ENSG00000237308
ENST00000421358	ENSG00000224719
ENST00000427305	ENSG00000226185
ENST00000609975	ENSG00000272913
ENST00000393279	ENSG00000229689
ENST00000445492	ENSG00000236431
ENST00000610252	ENSG00000273305
ENST00000414271	ENSG00000233037
ENST00000448855	ENSG00000168992
ENST00000443564	ENSG00000232717
ENST00000441078	ENSG00000230083
ENST00000272395	ENSG00000144015
ENST00000447357	ENSG00000236026
ENST00000603193	ENSG00000271003
ENST00000604755	ENSG00000270193
ENST00000418934	ENSG00000204699
ENST00000446969	ENSG00000235959
ENST00000414800	ENSG00000236750
ENST00000425887	ENSG00000235584
ENST00000444924	ENSG00000237510
ENST00000412393	ENSG00000232931
ENST00000448494	ENSG00000232931
ENST00000612359	ENSG00000174501
ENST00000456556	ENSG00000174501
ENST00000295246	ENSG00000174501
ENST00000619511	ENSG00000174501
ENST00000427863	ENSG00000231584
ENST00000359548	ENSG00000186281
ENST00000434632	ENSG00000186281
ENST00000453542	ENSG00000186281
ENST00000620793	ENSG00000274286
ENST00000342380	ENSG00000188886
ENST00000288943	ENSG00000158050
ENST00000449242	ENSG00000228873
ENST00000337288	ENSG00000084090
ENST00000258439	ENSG00000135956
ENST00000432959	ENSG00000135956
ENST00000435268	ENSG00000135956
ENST00000488633	ENSG00000144021
ENST00000323853	ENSG00000144028
ENST00000536814	ENSG00000198885
ENST00000439118	ENSG00000198885
ENST00000361124	ENSG00000198885
ENST00000240423	ENSG00000121152
ENST00000427946	ENSG00000121152
ENST00000455200	ENSG00000121152
ENST00000451794	ENSG00000163121
ENST00000310865	ENSG00000163121
ENST00000435380	ENSG00000163121
ENST00000357485	ENSG00000196843
ENST00000454558	ENSG00000196843
ENST00000431828	ENSG00000114982
ENST00000641731	ENSG00000249715
ENST00000624922	ENSG00000249715
ENST00000623019	ENSG00000249715
ENST00000623246	ENSG00000249715
ENST00000264963	ENSG00000114988
ENST00000377079	ENSG00000114988
ENST00000377075	ENSG00000158158
ENST00000583925	ENSG00000264157
ENST00000608609	ENSG00000273265
ENST00000377060	ENSG00000168763
ENST00000305510	ENSG00000168763
ENST00000318357	ENSG00000163126
ENST00000418232	ENSG00000163126
ENST00000331001	ENSG00000163126
ENST00000393537	ENSG00000213337
ENST00000305476	ENSG00000168758
ENST00000393526	ENSG00000168754
ENST00000490605	ENSG00000168754
ENST00000615161	ENSG00000275094
ENST00000610982	ENSG00000273634
ENST00000510981	ENSG00000248134
ENST00000422468	ENSG00000144188
ENST00000451098	ENSG00000230343
ENST00000457656	ENSG00000236847
ENST00000605129	ENSG00000270748
ENST00000605025	ENSG00000271402
ENST00000411475	ENSG00000204670
ENST00000445404	ENSG00000188383
ENST00000414820	ENSG00000144199
ENST00000272610	ENSG00000144199
ENST00000639293	ENSG00000135976
ENST00000461153	ENSG00000135976
ENST00000420699	ENSG00000135976
ENST00000620383	ENSG00000135976
ENST00000639751	ENSG00000135976
ENST00000613976	ENSG00000276050
ENST00000603664	ENSG00000271015
ENST00000603485	ENSG00000271569
ENST00000605851	ENSG00000270252
ENST00000604652	ENSG00000270450
ENST00000422600	ENSG00000237837
ENST00000492960	ENSG00000230606
ENST00000619740	ENSG00000278766
ENST00000618807	ENSG00000278766
ENST00000598371	ENSG00000241481
ENST00000359901	ENSG00000196912
ENST00000497329	ENSG00000196912
ENST00000258459	ENSG00000196912
ENST00000438709	ENSG00000196912
ENST00000448261	ENSG00000235833
ENST00000477929	ENSG00000228970
ENST00000258424	ENSG00000135940
ENST00000289228	ENSG00000115073
ENST00000599501	ENSG00000228486
ENST00000627399	ENSG00000228486
ENST00000627284	ENSG00000228486
ENST00000264972	ENSG00000115085
ENST00000451498	ENSG00000115085
ENST00000186436	ENSG00000075568
ENST00000446623	ENSG00000235734
ENST00000477737	ENSG00000168658
ENST00000614454	ENSG00000168658
ENST00000411980	ENSG00000231635
ENST00000401293	ENSG00000216112
ENST00000393504	ENSG00000144191
ENST00000436404	ENSG00000144191
ENST00000272602	ENSG00000144191
ENST00000409937	ENSG00000144191
ENST00000409016	ENSG00000040933
ENST00000409851	ENSG00000040933
ENST00000409463	ENSG00000040933
ENST00000074304	ENSG00000040933
ENST00000409540	ENSG00000040933
ENST00000523221	ENSG00000040933
ENST00000328709	ENSG00000183513
ENST00000409997	ENSG00000183513
ENST00000357765	ENSG00000115446
ENST00000409975	ENSG00000115446
ENST00000409347	ENSG00000115446
ENST00000264968	ENSG00000071073
ENST00000393487	ENSG00000071073
ENST00000414521	ENSG00000071073
ENST00000409391	ENSG00000071073
ENST00000495056	ENSG00000071073
ENST00000415616	ENSG00000236564
ENST00000419865	ENSG00000226791
ENST00000624259	ENSG00000226791
ENST00000397899	ENSG00000196872
ENST00000393483	ENSG00000135951
ENST00000410001	ENSG00000135951
ENST00000355053	ENSG00000135951
ENST00000424783	ENSG00000231822
ENST00000302513	ENSG00000273045
ENST00000409684	ENSG00000273045
ENST00000424491	ENSG00000241962
ENST00000393471	ENSG00000144182
ENST00000393473	ENSG00000144182
ENST00000410042	ENSG00000273155
ENST00000289359	ENSG00000158411
ENST00000338148	ENSG00000185414
ENST00000409145	ENSG00000185414
ENST00000409238	ENSG00000185674
ENST00000333017	ENSG00000185674
ENST00000423800	ENSG00000185674
ENST00000626374	ENSG00000185674
ENST00000409679	ENSG00000185674
ENST00000308528	ENSG00000144214
ENST00000409448	ENSG00000144214
ENST00000264255	ENSG00000115514
ENST00000409434	ENSG00000115514
ENST00000434323	ENSG00000115514
ENST00000289371	ENSG00000158417
ENST00000617677	ENSG00000158417
ENST00000393445	ENSG00000135945
ENST00000258428	ENSG00000135945
ENST00000410342	ENSG00000222274
ENST00000409236	ENSG00000144218
ENST00000317233	ENSG00000144218
ENST00000409579	ENSG00000144218
ENST00000452354	ENSG00000232084
ENST00000393437	ENSG00000170500
ENST00000409647	ENSG00000170500
ENST00000595083	ENSG00000269383
ENST00000604494	ENSG00000270699
ENST00000264249	ENSG00000115526
ENST00000409701	ENSG00000115526
ENST00000453252	ENSG00000238029
ENST00000376865	ENSG00000204640
ENST00000376856	ENSG00000204637
ENST00000264254	ENSG00000115539
ENST00000427588	ENSG00000227259
ENST00000414647	ENSG00000234988
ENST00000448444	ENSG00000226034
ENST00000414965	ENSG00000234169
ENST00000443030	ENSG00000228488
ENST00000335681	ENSG00000170485
ENST00000264258	ENSG00000071082
ENST00000409000	ENSG00000071082
ENST00000409028	ENSG00000071082
ENST00000409320	ENSG00000071082
ENST00000409733	ENSG00000071082
ENST00000409650	ENSG00000071082
ENST00000409038	ENSG00000071082
ENST00000409711	ENSG00000071082
ENST00000376840	ENSG00000204634
ENST00000409318	ENSG00000204634
ENST00000602999	ENSG00000271532
ENST00000610202	ENSG00000272902
ENST00000289382	ENSG00000158435
ENST00000295317	ENSG00000163162
ENST00000578474	ENSG00000264857
ENST00000324768	ENSG00000175874
ENST00000414446	ENSG00000226058
ENST00000428343	ENSG00000196460
ENST00000427042	ENSG00000223826
ENST00000420113	ENSG00000237549
ENST00000452117	ENSG00000232556
ENST00000350878	ENSG00000071054
ENST00000350198	ENSG00000071054
ENST00000324219	ENSG00000071054
ENST00000425019	ENSG00000071054
ENST00000634702	ENSG00000071054
ENST00000413150	ENSG00000071054
ENST00000302217	ENSG00000071054
ENST00000625522	ENSG00000071054
ENST00000627726	ENSG00000071054
ENST00000347699	ENSG00000071054
ENST00000456652	ENSG00000071054
ENST00000414004	ENSG00000233404
ENST00000627215	ENSG00000281162
ENST00000332549	ENSG00000115590
ENST00000393414	ENSG00000115590
ENST00000441002	ENSG00000115590
ENST00000409929	ENSG00000115594
ENST00000424272	ENSG00000115594
ENST00000409589	ENSG00000115594
ENST00000409329	ENSG00000115594
ENST00000409288	ENSG00000115594
ENST00000410023	ENSG00000115594
ENST00000264257	ENSG00000115598
ENST00000441515	ENSG00000115598
ENST00000421987	ENSG00000205716
ENST00000404917	ENSG00000115602
ENST00000233954	ENSG00000115602
ENST00000311734	ENSG00000115602
ENST00000409584	ENSG00000115602
ENST00000409599	ENSG00000115604
ENST00000233957	ENSG00000115604
ENST00000334376	ENSG00000115604
ENST00000430344	ENSG00000236785
ENST00000264260	ENSG00000115607
ENST00000409369	ENSG00000115607
ENST00000581495	ENSG00000264764
ENST00000295269	ENSG00000180251
ENST00000233969	ENSG00000115616
ENST00000258436	ENSG00000135953
ENST00000639249	ENSG00000170417
ENST00000409528	ENSG00000170417
ENST00000409173	ENSG00000170417
ENST00000640575	ENSG00000170417
ENST00000412401	ENSG00000170417
ENST00000611915	ENSG00000277527
ENST00000431897	ENSG00000224095
ENST00000435291	ENSG00000227680
ENST00000422683	ENSG00000229209
ENST00000433830	ENSG00000227623
ENST00000440950	ENSG00000236596
ENST00000418898	ENSG00000221849
ENST00000414265	ENSG00000231723
ENST00000618581	ENSG00000232597
ENST00000455716	ENSG00000232597
ENST00000447761	ENSG00000236141
ENST00000537492	ENSG00000256637
ENST00000545549	ENSG00000256637
ENST00000412112	ENSG00000256637
ENST00000458182	ENSG00000228968
ENST00000420053	ENSG00000233955
ENST00000416008	ENSG00000227157
ENST00000449772	ENSG00000225765
ENST00000451400	ENSG00000235597
ENST00000430551	ENSG00000234781
ENST00000408727	ENSG00000221654
ENST00000424257	ENSG00000231626
ENST00000438566	ENSG00000236109
ENST00000456999	ENSG00000230690
ENST00000415161	ENSG00000225669
ENST00000453322	ENSG00000228528
ENST00000424321	ENSG00000234177
ENST00000425879	ENSG00000234177
ENST00000421071	ENSG00000234177
ENST00000440127	ENSG00000213301
ENST00000361360	ENSG00000198914
ENST00000579548	ENSG00000263685
ENST00000258455	ENSG00000135972
ENST00000436841	ENSG00000226508
ENST00000438148	ENSG00000226508
ENST00000258456	ENSG00000135973
ENST00000609349	ENSG00000272861
ENST00000595481	ENSG00000268556
ENST00000595531	ENSG00000135966
ENST00000393359	ENSG00000135966
ENST00000258449	ENSG00000135966
ENST00000433219	ENSG00000235319
ENST00000610036	ENSG00000272994
ENST00000258457	ENSG00000135974
ENST00000410049	ENSG00000135974
ENST00000409177	ENSG00000115641
ENST00000344213	ENSG00000115641
ENST00000393353	ENSG00000115641
ENST00000393352	ENSG00000115641
ENST00000322142	ENSG00000115641
ENST00000358129	ENSG00000115641
ENST00000409807	ENSG00000115641
ENST00000408995	ENSG00000115641
ENST00000607522	ENSG00000115641
ENST00000233154	ENSG00000071051
ENST00000451463	ENSG00000071051
ENST00000522586	ENSG00000071051
